annee,semestre,carte,anonymat,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2019-2020,2,B00095,A4830E32,MTH1204,3,Ibrahim SoumaÃ¯la,M,8.99,2019,SRI
2019-2020,2,B00001,A31E1B63,STT1205,2,Issa Sata,F,9.37,2019,GL
2019-2020,2,B00002,A51D533C,STT1205,2,Guindo Djibril,M,16.68,2019,GM
2019-2020,2,B00003,AC773862,STT1205,2,Karim Vieux,M,9.52,2019,GL
2019-2020,2,B00004,A59C175B,STT1205,2,KantÃ© Salif,M,13.87,2019,IS
2019-2020,2,B00005,A6813438,STT1205,2,Zouma Souleymane,M,12.39,2019,GM
2019-2020,2,B00006,A5A74F91,STT1205,2,Tao Djibril,M,15.72,2019,IA
2019-2020,2,B00007,A58A4E30,STT1205,2,Mamadou Yasmine,F,9.97,2019,GC
2019-2020,2,B00008,A11DDA23,STT1205,2,Berg AÃ¯da,F,13.06,2019,IS
2019-2020,2,B00009,AD9AB4C2,STT1205,2,Bakary Youssouf,M,12.87,2019,GL
2019-2020,2,B00010,AD047D3B,STT1205,2,Sitan FodÃ©,M,5.89,2019,GC
2019-2020,2,B00011,A06439DC,STT1205,2,Issa AÃ¯ssatou,F,7.8,2019,IA
2019-2020,2,B00012,A4745C6A,STT1205,2,Zacharie Kadidia,F,11.03,2019,GL
2019-2020,2,B00013,AC06AEEF,STT1205,2,Aminata Karim,M,9.46,2019,IA
2019-2020,2,B00014,A6C3C7D4,STT1205,2,DiabatÃ© Ibrahim,M,10.34,2019,GC
2019-2020,2,B00015,ACA0DD76,STT1205,2,AÃ¯cha AÃ¯ssatou,F,8.87,2019,GE
2019-2020,2,B00016,AFB6D318,STT1205,2,Gakou Abdoulaye,M,7.55,2019,GC
2019-2020,2,B00017,A785E4DD,STT1205,2,Lassana Sidi,M,11.54,2019,IA
2019-2020,2,B00018,A36FEB8D,STT1205,2,Sata Cheick,M,12.45,2019,GM
2019-2020,2,B00019,A8FEBE91,STT1205,2,Mata Djibril,M,2.32,2019,LT
2019-2020,2,B00020,A1F398C7,STT1205,2,SidibÃ© M'mah,F,11.9,2019,IA
2019-2020,2,B00021,A5E2718A,STT1205,2,Halima Kassim,M,13.0,2019,GL
2019-2020,2,B00022,A0E37447,STT1205,2,Habib Moussa,M,13.9,2019,LT
2019-2020,2,B00023,ABD9F846,STT1205,2,Berg AÃ¯cha,F,7.19,2019,LT
2019-2020,2,B00024,AC3731B2,STT1205,2,Gakou Hawa,F,16.51,2019,GL
2019-2020,2,B00025,AF256CB5,STT1205,2,Rahmatou Assa,F,8.48,2019,GM
2019-2020,2,B00026,A8EB8FDD,STT1205,2,Nafissa Fatou,F,11.53,2019,IS
2019-2020,2,B00027,A1149066,STT1205,2,Mata Bakary,M,10.31,2019,IS
2019-2020,2,B00028,A52EC93B,STT1205,2,Mamadou Rahmatou,F,10.34,2019,IS
2019-2020,2,B00029,AABE3263,STT1205,2,Koman Nafissa,F,12.8,2019,GL
2019-2020,2,B00030,ACC2EC0E,STT1205,2,Awa Abdoulaye,M,11.72,2019,GE
2019-2020,2,B00031,AF954601,STT1205,2,TraorÃ© Sidi,M,12.09,2019,GM
2019-2020,2,B00032,AA2C64E4,STT1205,2,Nabintou Youssouf,M,13.28,2019,IA
2019-2020,2,B00033,AD17AD4E,STT1205,2,Djibril Bakary,M,12.42,2019,GC
2019-2020,2,B00034,A901D989,STT1205,2,Ibrahim Boureima,M,5.99,2019,IS
2019-2020,2,B00035,A7AF5541,STT1205,2,Sylla Abdoulaye,M,9.4,2019,SRI
2019-2020,2,B00036,AF02D1AB,STT1205,2,Salimata Elhadj,M,11.78,2019,GC
2019-2020,2,B00037,AE61D142,STT1205,2,Zacharie Habib,M,16.11,2019,GE
2019-2020,2,B00038,A37165BA,STT1205,2,Keita FodÃ©,M,7.78,2019,IS
2019-2020,2,B00039,A233A7DD,STT1205,2,Zoumana Fanta,F,9.48,2019,LT
2019-2020,2,B00040,A8BFE517,STT1205,2,Kadiatou Mamane,M,13.86,2019,GC
2019-2020,2,B00041,A3031285,STT1205,2,Barry Ousmane,M,11.63,2019,GC
2019-2020,2,B00042,A44FC3D4,STT1205,2,Younoussa Boureima,M,12.11,2019,GM
2019-2020,2,B00043,A2DF4567,STT1205,2,Gakou Fanta,F,16.75,2019,IA
2019-2020,2,B00044,A84C72D9,STT1205,2,Zouma Fatou,F,10.15,2019,GE
2019-2020,2,B00045,ADF08647,STT1205,2,Mariam Ibrahim,M,8.62,2019,IS
2019-2020,2,B00046,A4C24F61,STT1205,2,Yattabaye Abdou,M,6.82,2019,SRI
2019-2020,2,B00047,A9441997,STT1205,2,DiabatÃ© Mahamadou,M,17.92,2019,GM
2019-2020,2,B00048,A36F6C19,STT1205,2,KonÃ© Harouna,M,8.45,2019,IA
2019-2020,2,B00049,AC4AAE1D,STT1205,2,Younoussa Issiaka,M,12.77,2019,LT
2019-2020,2,B00050,AC006A0F,STT1205,2,Oumou Lassana,M,11.29,2019,GC
2019-2020,2,B00051,A6CA6F44,STT1205,2,KantÃ© Zacharie,M,9.21,2019,GM
2019-2020,2,B00052,AFBDA9C3,STT1205,2,Oumou Souleymane,M,13.52,2019,GL
2019-2020,2,B00053,AED7182B,STT1205,2,Tandja Brahima,M,15.05,2019,GM
2019-2020,2,B00054,A348C74A,STT1205,2,Keita Alhassane,M,16.04,2019,GE
2019-2020,2,B00055,A98A6D0A,STT1205,2,ZouolÃ© Amadou,M,12.88,2019,IA
2019-2020,2,B00056,AF699897,STT1205,2,Salimata Abdoulaye,M,11.18,2019,GL
2019-2020,2,B00057,A44ECF28,STT1205,2,Gano Mahamadou,M,13.75,2019,SRI
2019-2020,2,B00058,A4235FA3,STT1205,2,Sali Tidjani,M,11.23,2019,GC
2019-2020,2,B00059,AA094516,STT1205,2,Karim Oumou,F,8.79,2019,LT
2019-2020,2,B00060,A0CF3098,STT1205,2,Sacko Bakary,M,12.93,2019,GM
2019-2020,2,B00061,ADC8F01C,STT1205,2,Oumar Cheick,M,10.11,2019,GL
2019-2020,2,B00062,AC2DBB0B,STT1205,2,Sacko Ibrahim,M,13.1,2019,GL
2019-2020,2,B00063,A4892699,STT1205,2,Camara Issiaka,M,6.19,2019,GC
2019-2020,2,B00064,A7F25F9D,STT1205,2,Lala Awa,F,10.64,2019,GL
2019-2020,2,B00065,A7E4DDDA,STT1205,2,Makan Vieux,M,12.77,2019,IS
2019-2020,2,B00066,A92B1306,STT1205,2,Amadou Souleymane,M,20.0,2019,IS
2019-2020,2,B00067,AD6B17D3,STT1205,2,Zacharie Salimata,F,9.64,2019,IA
2019-2020,2,B00068,A077C012,STT1205,2,Camara Nouhou,M,15.21,2019,GE
2019-2020,2,B00069,A91FB1D3,STT1205,2,Souleymane ZÃ©nab,F,8.1,2019,IA
2019-2020,2,B00070,AB0D72CC,STT1205,2,MaÃ¯ga Kassim,M,9.69,2019,SRI
2019-2020,2,B00071,AF57CB9F,STT1205,2,Alassane Sada,M,7.0,2019,SRI
2019-2020,2,B00072,A99F0522,STT1205,2,Tao Rachid,M,17.51,2019,GL
2019-2020,2,B00073,A1DCED28,STT1205,2,Adama Daouda,M,11.61,2019,GM
2019-2020,2,B00074,A3DF14C2,STT1205,2,CissÃ© Samba,M,10.54,2019,GM
2019-2020,2,B00075,ABE615E0,STT1205,2,BÃ¢ Zana,F,9.34,2019,GL
2019-2020,2,B00076,A4CDB493,STT1205,2,SangarÃ© Abdou,M,10.06,2019,SRI
2019-2020,2,B00077,A224387D,STT1205,2,Bamba Cheick,M,12.81,2019,IA
2019-2020,2,B00078,AD807E2D,STT1205,2,Gakou Rahmatou,F,10.03,2019,GE
2019-2020,2,B00079,AEAC2B94,STT1205,2,Karim Lamine,M,15.54,2019,GE
2019-2020,2,B00080,A079F848,STT1205,2,Fatoumata Abdoulaye,M,8.31,2019,GL
2019-2020,2,B00081,A49529B1,STT1205,2,Oumar Mahamane,M,3.86,2019,GL
2019-2020,2,B00082,A908F510,STT1205,2,KÃ©ita AÃ¯da,F,10.49,2019,LT
2019-2020,2,B00083,A28AF623,STT1205,2,Fatoumata Younoussa,M,13.73,2019,GL
2019-2020,2,B00084,A92CF342,STT1205,2,SangarÃ© Modibo,M,12.48,2019,GE
2019-2020,2,B00085,A90BA7D3,STT1205,2,Bouna Mahamane,M,11.14,2019,IA
2019-2020,2,B00086,AF81BEF9,STT1205,2,Abdou Sitan,F,13.3,2019,GC
2019-2020,2,B00087,A5F0BCA8,STT1205,2,Zoumana Boureima,M,12.66,2019,GE
2019-2020,2,B00088,AD9EB73C,STT1205,2,MaÃ¯ga Ousmane,M,13.35,2019,IA
2019-2020,2,B00089,A61B7FA2,STT1205,2,Lassana Halima,F,11.79,2019,GC
2019-2020,2,B00090,A3F2C91C,STT1205,2,Yacouba Issiaka,M,11.62,2019,GM
2019-2020,2,B00091,A73F1B6C,STT1205,2,DjitÃ© Cheick,M,11.7,2019,IS
2019-2020,2,B00092,AB07F4AF,STT1205,2,Bamba FodÃ©,M,11.31,2019,GE
2019-2020,2,B00093,A7AACFFD,STT1205,2,Zoumana Boureima,M,9.96,2019,IA
2019-2020,2,B00094,A3D5A8AF,STT1205,2,Coulibaly Daouda,M,7.58,2019,IS
2019-2020,2,B00095,A4830E32,STT1205,2,Ibrahim SoumaÃ¯la,M,8.45,2019,SRI
2019-2020,2,B00001,A31E1B63,GEO1206,2,Issa Sata,F,12.98,2019,GL
2019-2020,2,B00002,A51D533C,GEO1206,2,Guindo Djibril,M,16.05,2019,GM
2019-2020,2,B00003,AC773862,GEO1206,2,Karim Vieux,M,3.59,2019,GL
2019-2020,2,B00004,A59C175B,GEO1206,2,KantÃ© Salif,M,8.93,2019,IS
2019-2020,2,B00005,A6813438,GEO1206,2,Zouma Souleymane,M,12.71,2019,GM
2019-2020,2,B00006,A5A74F91,GEO1206,2,Tao Djibril,M,18.06,2019,IA
2019-2020,2,B00007,A58A4E30,GEO1206,2,Mamadou Yasmine,F,13.67,2019,GC
2019-2020,2,B00008,A11DDA23,GEO1206,2,Berg AÃ¯da,F,16.22,2019,IS
2019-2020,2,B00009,AD9AB4C2,GEO1206,2,Bakary Youssouf,M,11.04,2019,GL
2019-2020,2,B00010,AD047D3B,GEO1206,2,Sitan FodÃ©,M,9.84,2019,GC
2019-2020,2,B00011,A06439DC,GEO1206,2,Issa AÃ¯ssatou,F,8.05,2019,IA
2019-2020,2,B00012,A4745C6A,GEO1206,2,Zacharie Kadidia,F,9.64,2019,GL
2019-2020,2,B00013,AC06AEEF,GEO1206,2,Aminata Karim,M,11.27,2019,IA
2019-2020,2,B00014,A6C3C7D4,GEO1206,2,DiabatÃ© Ibrahim,M,7.14,2019,GC
2019-2020,2,B00015,ACA0DD76,GEO1206,2,AÃ¯cha AÃ¯ssatou,F,12.89,2019,GE
2019-2020,2,B00016,AFB6D318,GEO1206,2,Gakou Abdoulaye,M,11.66,2019,GC
2019-2020,2,B00017,A785E4DD,GEO1206,2,Lassana Sidi,M,9.9,2019,IA
2019-2020,2,B00018,A36FEB8D,GEO1206,2,Sata Cheick,M,8.5,2019,GM
2019-2020,2,B00019,A8FEBE91,GEO1206,2,Mata Djibril,M,2.79,2019,LT
2019-2020,2,B00020,A1F398C7,GEO1206,2,SidibÃ© M'mah,F,13.91,2019,IA
2019-2020,2,B00021,A5E2718A,GEO1206,2,Halima Kassim,M,12.52,2019,GL
2019-2020,2,B00022,A0E37447,GEO1206,2,Habib Moussa,M,15.04,2019,LT
2019-2020,2,B00023,ABD9F846,GEO1206,2,Berg AÃ¯cha,F,9.95,2019,LT
2019-2020,2,B00024,AC3731B2,GEO1206,2,Gakou Hawa,F,13.92,2019,GL
2019-2020,2,B00025,AF256CB5,GEO1206,2,Rahmatou Assa,F,7.62,2019,GM
2019-2020,2,B00026,A8EB8FDD,GEO1206,2,Nafissa Fatou,F,10.87,2019,IS
2019-2020,2,B00027,A1149066,GEO1206,2,Mata Bakary,M,12.58,2019,IS
2019-2020,2,B00028,A52EC93B,GEO1206,2,Mamadou Rahmatou,F,11.39,2019,IS
2019-2020,2,B00029,AABE3263,GEO1206,2,Koman Nafissa,F,6.86,2019,GL
2019-2020,2,B00030,ACC2EC0E,GEO1206,2,Awa Abdoulaye,M,8.76,2019,GE
2019-2020,2,B00031,AF954601,GEO1206,2,TraorÃ© Sidi,M,9.7,2019,GM
2019-2020,2,B00032,AA2C64E4,GEO1206,2,Nabintou Youssouf,M,11.16,2019,IA
2019-2020,2,B00033,AD17AD4E,GEO1206,2,Djibril Bakary,M,9.94,2019,GC
2019-2020,2,B00034,A901D989,GEO1206,2,Ibrahim Boureima,M,14.52,2019,IS
2019-2020,2,B00035,A7AF5541,GEO1206,2,Sylla Abdoulaye,M,7.18,2019,SRI
2019-2020,2,B00036,AF02D1AB,GEO1206,2,Salimata Elhadj,M,14.26,2019,GC
2019-2020,2,B00037,AE61D142,GEO1206,2,Zacharie Habib,M,9.38,2019,GE
2019-2020,2,B00038,A37165BA,GEO1206,2,Keita FodÃ©,M,9.95,2019,IS
2019-2020,2,B00039,A233A7DD,GEO1206,2,Zoumana Fanta,F,9.77,2019,LT
2019-2020,2,B00040,A8BFE517,GEO1206,2,Kadiatou Mamane,M,11.29,2019,GC
2019-2020,2,B00041,A3031285,GEO1206,2,Barry Ousmane,M,4.91,2019,GC
2019-2020,2,B00042,A44FC3D4,GEO1206,2,Younoussa Boureima,M,6.93,2019,GM
2019-2020,2,B00043,A2DF4567,GEO1206,2,Gakou Fanta,F,12.36,2019,IA
2019-2020,2,B00044,A84C72D9,GEO1206,2,Zouma Fatou,F,15.14,2019,GE
2019-2020,2,B00045,ADF08647,GEO1206,2,Mariam Ibrahim,M,9.48,2019,IS
2019-2020,2,B00046,A4C24F61,GEO1206,2,Yattabaye Abdou,M,12.27,2019,SRI
2019-2020,2,B00047,A9441997,GEO1206,2,DiabatÃ© Mahamadou,M,11.54,2019,GM
2019-2020,2,B00048,A36F6C19,GEO1206,2,KonÃ© Harouna,M,5.38,2019,IA
2019-2020,2,B00049,AC4AAE1D,GEO1206,2,Younoussa Issiaka,M,6.9,2019,LT
2019-2020,2,B00050,AC006A0F,GEO1206,2,Oumou Lassana,M,12.13,2019,GC
2019-2020,2,B00051,A6CA6F44,GEO1206,2,KantÃ© Zacharie,M,8.73,2019,GM
2019-2020,2,B00052,AFBDA9C3,GEO1206,2,Oumou Souleymane,M,10.21,2019,GL
2019-2020,2,B00053,AED7182B,GEO1206,2,Tandja Brahima,M,8.94,2019,GM
2019-2020,2,B00054,A348C74A,GEO1206,2,Keita Alhassane,M,8.61,2019,GE
2019-2020,2,B00055,A98A6D0A,GEO1206,2,ZouolÃ© Amadou,M,6.88,2019,IA
2019-2020,2,B00056,AF699897,GEO1206,2,Salimata Abdoulaye,M,12.21,2019,GL
2019-2020,2,B00057,A44ECF28,GEO1206,2,Gano Mahamadou,M,8.65,2019,SRI
2019-2020,2,B00058,A4235FA3,GEO1206,2,Sali Tidjani,M,5.81,2019,GC
2019-2020,2,B00059,AA094516,GEO1206,2,Karim Oumou,F,7.56,2019,LT
2019-2020,2,B00060,A0CF3098,GEO1206,2,Sacko Bakary,M,14.75,2019,GM
2019-2020,2,B00061,ADC8F01C,GEO1206,2,Oumar Cheick,M,10.08,2019,GL
2019-2020,2,B00062,AC2DBB0B,GEO1206,2,Sacko Ibrahim,M,16.46,2019,GL
2019-2020,2,B00063,A4892699,GEO1206,2,Camara Issiaka,M,6.28,2019,GC
2019-2020,2,B00064,A7F25F9D,GEO1206,2,Lala Awa,F,8.44,2019,GL
2019-2020,2,B00065,A7E4DDDA,GEO1206,2,Makan Vieux,M,13.13,2019,IS
2019-2020,2,B00066,A92B1306,GEO1206,2,Amadou Souleymane,M,17.51,2019,IS
2019-2020,2,B00067,AD6B17D3,GEO1206,2,Zacharie Salimata,F,9.81,2019,IA
2019-2020,2,B00068,A077C012,GEO1206,2,Camara Nouhou,M,7.22,2019,GE
2019-2020,2,B00069,A91FB1D3,GEO1206,2,Souleymane ZÃ©nab,F,14.31,2019,IA
2019-2020,2,B00070,AB0D72CC,GEO1206,2,MaÃ¯ga Kassim,M,10.12,2019,SRI
2019-2020,2,B00071,AF57CB9F,GEO1206,2,Alassane Sada,M,10.25,2019,SRI
2019-2020,2,B00072,A99F0522,GEO1206,2,Tao Rachid,M,12.31,2019,GL
2019-2020,2,B00073,A1DCED28,GEO1206,2,Adama Daouda,M,10.63,2019,GM
2019-2020,2,B00074,A3DF14C2,GEO1206,2,CissÃ© Samba,M,7.07,2019,GM
2019-2020,2,B00075,ABE615E0,GEO1206,2,BÃ¢ Zana,F,9.19,2019,GL
2019-2020,2,B00076,A4CDB493,GEO1206,2,SangarÃ© Abdou,M,10.78,2019,SRI
2019-2020,2,B00077,A224387D,GEO1206,2,Bamba Cheick,M,9.66,2019,IA
2019-2020,2,B00078,AD807E2D,GEO1206,2,Gakou Rahmatou,F,7.43,2019,GE
2019-2020,2,B00079,AEAC2B94,GEO1206,2,Karim Lamine,M,12.39,2019,GE
2019-2020,2,B00080,A079F848,GEO1206,2,Fatoumata Abdoulaye,M,5.34,2019,GL
2019-2020,2,B00081,A49529B1,GEO1206,2,Oumar Mahamane,M,7.76,2019,GL
2019-2020,2,B00082,A908F510,GEO1206,2,KÃ©ita AÃ¯da,F,13.44,2019,LT
2019-2020,2,B00083,A28AF623,GEO1206,2,Fatoumata Younoussa,M,9.28,2019,GL
2019-2020,2,B00084,A92CF342,GEO1206,2,SangarÃ© Modibo,M,15.33,2019,GE
2019-2020,2,B00085,A90BA7D3,GEO1206,2,Bouna Mahamane,M,11.58,2019,IA
2019-2020,2,B00086,AF81BEF9,GEO1206,2,Abdou Sitan,F,14.65,2019,GC
2019-2020,2,B00087,A5F0BCA8,GEO1206,2,Zoumana Boureima,M,10.57,2019,GE
2019-2020,2,B00088,AD9EB73C,GEO1206,2,MaÃ¯ga Ousmane,M,11.23,2019,IA
2019-2020,2,B00089,A61B7FA2,GEO1206,2,Lassana Halima,F,5.71,2019,GC
2019-2020,2,B00090,A3F2C91C,GEO1206,2,Yacouba Issiaka,M,9.95,2019,GM
2019-2020,2,B00091,A73F1B6C,GEO1206,2,DjitÃ© Cheick,M,13.07,2019,IS
2019-2020,2,B00092,AB07F4AF,GEO1206,2,Bamba FodÃ©,M,14.26,2019,GE
2019-2020,2,B00093,A7AACFFD,GEO1206,2,Zoumana Boureima,M,5.47,2019,IA
2019-2020,2,B00094,A3D5A8AF,GEO1206,2,Coulibaly Daouda,M,14.29,2019,IS
2019-2020,2,B00095,A4830E32,GEO1206,2,Ibrahim SoumaÃ¯la,M,10.45,2019,SRI
2019-2020,2,B00001,A31E1B63,MTH1207,2,Issa Sata,F,10.35,2019,GL
2019-2020,2,B00002,A51D533C,MTH1207,2,Guindo Djibril,M,5.86,2019,GM
2019-2020,2,B00003,AC773862,MTH1207,2,Karim Vieux,M,11.51,2019,GL
2019-2020,2,B00004,A59C175B,MTH1207,2,KantÃ© Salif,M,4.49,2019,IS
2019-2020,2,B00005,A6813438,MTH1207,2,Zouma Souleymane,M,8.9,2019,GM
2019-2020,2,B00006,A5A74F91,MTH1207,2,Tao Djibril,M,14.04,2019,IA
2019-2020,2,B00007,A58A4E30,MTH1207,2,Mamadou Yasmine,F,18.87,2019,GC
2019-2020,2,B00008,A11DDA23,MTH1207,2,Berg AÃ¯da,F,16.4,2019,IS
2019-2020,2,B00009,AD9AB4C2,MTH1207,2,Bakary Youssouf,M,8.55,2019,GL
2019-2020,2,B00010,AD047D3B,MTH1207,2,Sitan FodÃ©,M,16.58,2019,GC
2019-2020,2,B00011,A06439DC,MTH1207,2,Issa AÃ¯ssatou,F,2.65,2019,IA
2019-2020,2,B00012,A4745C6A,MTH1207,2,Zacharie Kadidia,F,12.05,2019,GL
2019-2020,2,B00013,AC06AEEF,MTH1207,2,Aminata Karim,M,11.15,2019,IA
2019-2020,2,B00014,A6C3C7D4,MTH1207,2,DiabatÃ© Ibrahim,M,7.6,2019,GC
2019-2020,2,B00015,ACA0DD76,MTH1207,2,AÃ¯cha AÃ¯ssatou,F,13.15,2019,GE
2019-2020,2,B00016,AFB6D318,MTH1207,2,Gakou Abdoulaye,M,9.49,2019,GC
2019-2020,2,B00017,A785E4DD,MTH1207,2,Lassana Sidi,M,12.83,2019,IA
2019-2020,2,B00018,A36FEB8D,MTH1207,2,Sata Cheick,M,5.5,2019,GM
2019-2020,2,B00019,A8FEBE91,MTH1207,2,Mata Djibril,M,6.25,2019,LT
2019-2020,2,B00020,A1F398C7,MTH1207,2,SidibÃ© M'mah,F,9.3,2019,IA
2019-2020,2,B00021,A5E2718A,MTH1207,2,Halima Kassim,M,17.12,2019,GL
2019-2020,2,B00022,A0E37447,MTH1207,2,Habib Moussa,M,14.03,2019,LT
2019-2020,2,B00023,ABD9F846,MTH1207,2,Berg AÃ¯cha,F,16.55,2019,LT
2019-2020,2,B00024,AC3731B2,MTH1207,2,Gakou Hawa,F,15.7,2019,GL
2019-2020,2,B00025,AF256CB5,MTH1207,2,Rahmatou Assa,F,10.31,2019,GM
2019-2020,2,B00026,A8EB8FDD,MTH1207,2,Nafissa Fatou,F,13.38,2019,IS
2019-2020,2,B00027,A1149066,MTH1207,2,Mata Bakary,M,14.45,2019,IS
2019-2020,2,B00028,A52EC93B,MTH1207,2,Mamadou Rahmatou,F,12.19,2019,IS
2019-2020,2,B00029,AABE3263,MTH1207,2,Koman Nafissa,F,0.38,2019,GL
2019-2020,2,B00030,ACC2EC0E,MTH1207,2,Awa Abdoulaye,M,5.77,2019,GE
2019-2020,2,B00031,AF954601,MTH1207,2,TraorÃ© Sidi,M,13.36,2019,GM
2019-2020,2,B00032,AA2C64E4,MTH1207,2,Nabintou Youssouf,M,6.85,2019,IA
2019-2020,2,B00033,AD17AD4E,MTH1207,2,Djibril Bakary,M,13.75,2019,GC
2019-2020,2,B00034,A901D989,MTH1207,2,Ibrahim Boureima,M,12.35,2019,IS
2019-2020,2,B00035,A7AF5541,MTH1207,2,Sylla Abdoulaye,M,6.62,2019,SRI
2019-2020,2,B00036,AF02D1AB,MTH1207,2,Salimata Elhadj,M,4.06,2019,GC
2019-2020,2,B00037,AE61D142,MTH1207,2,Zacharie Habib,M,9.9,2019,GE
2019-2020,2,B00038,A37165BA,MTH1207,2,Keita FodÃ©,M,15.9,2019,IS
2019-2020,2,B00039,A233A7DD,MTH1207,2,Zoumana Fanta,F,4.67,2019,LT
2019-2020,2,B00040,A8BFE517,MTH1207,2,Kadiatou Mamane,M,9.41,2019,GC
2019-2020,2,B00041,A3031285,MTH1207,2,Barry Ousmane,M,4.0,2019,GC
2019-2020,2,B00042,A44FC3D4,MTH1207,2,Younoussa Boureima,M,16.05,2019,GM
2019-2020,2,B00043,A2DF4567,MTH1207,2,Gakou Fanta,F,12.78,2019,IA
2019-2020,2,B00044,A84C72D9,MTH1207,2,Zouma Fatou,F,11.37,2019,GE
2019-2020,2,B00045,ADF08647,MTH1207,2,Mariam Ibrahim,M,17.17,2019,IS
2019-2020,2,B00046,A4C24F61,MTH1207,2,Yattabaye Abdou,M,14.02,2019,SRI
2019-2020,2,B00047,A9441997,MTH1207,2,DiabatÃ© Mahamadou,M,11.54,2019,GM
2019-2020,2,B00048,A36F6C19,MTH1207,2,KonÃ© Harouna,M,1.24,2019,IA
2019-2020,2,B00049,AC4AAE1D,MTH1207,2,Younoussa Issiaka,M,13.82,2019,LT
2019-2020,2,B00050,AC006A0F,MTH1207,2,Oumou Lassana,M,12.21,2019,GC
2019-2020,2,B00051,A6CA6F44,MTH1207,2,KantÃ© Zacharie,M,4.03,2019,GM
2019-2020,2,B00052,AFBDA9C3,MTH1207,2,Oumou Souleymane,M,6.31,2019,GL
2019-2020,2,B00053,AED7182B,MTH1207,2,Tandja Brahima,M,6.23,2019,GM
2019-2020,2,B00054,A348C74A,MTH1207,2,Keita Alhassane,M,6.11,2019,GE
2019-2020,2,B00055,A98A6D0A,MTH1207,2,ZouolÃ© Amadou,M,2.31,2019,IA
2019-2020,2,B00056,AF699897,MTH1207,2,Salimata Abdoulaye,M,5.33,2019,GL
2019-2020,2,B00057,A44ECF28,MTH1207,2,Gano Mahamadou,M,5.95,2019,SRI
2019-2020,2,B00058,A4235FA3,MTH1207,2,Sali Tidjani,M,9.28,2019,GC
2019-2020,2,B00059,AA094516,MTH1207,2,Karim Oumou,F,15.18,2019,LT
2019-2020,2,B00060,A0CF3098,MTH1207,2,Sacko Bakary,M,11.37,2019,GM
2019-2020,2,B00061,ADC8F01C,MTH1207,2,Oumar Cheick,M,11.13,2019,GL
2019-2020,2,B00062,AC2DBB0B,MTH1207,2,Sacko Ibrahim,M,14.54,2019,GL
2019-2020,2,B00063,A4892699,MTH1207,2,Camara Issiaka,M,7.31,2019,GC
2019-2020,2,B00064,A7F25F9D,MTH1207,2,Lala Awa,F,8.54,2019,GL
2019-2020,2,B00065,A7E4DDDA,MTH1207,2,Makan Vieux,M,11.48,2019,IS
2019-2020,2,B00066,A92B1306,MTH1207,2,Amadou Souleymane,M,16.7,2019,IS
2019-2020,2,B00067,AD6B17D3,MTH1207,2,Zacharie Salimata,F,20.0,2019,IA
2019-2020,2,B00068,A077C012,MTH1207,2,Camara Nouhou,M,12.72,2019,GE
2019-2020,2,B00069,A91FB1D3,MTH1207,2,Souleymane ZÃ©nab,F,7.29,2019,IA
2019-2020,2,B00070,AB0D72CC,MTH1207,2,MaÃ¯ga Kassim,M,13.28,2019,SRI
2019-2020,2,B00071,AF57CB9F,MTH1207,2,Alassane Sada,M,4.78,2019,SRI
2019-2020,2,B00072,A99F0522,MTH1207,2,Tao Rachid,M,14.84,2019,GL
2019-2020,2,B00073,A1DCED28,MTH1207,2,Adama Daouda,M,5.01,2019,GM
2019-2020,2,B00074,A3DF14C2,MTH1207,2,CissÃ© Samba,M,6.16,2019,GM
2019-2020,2,B00075,ABE615E0,MTH1207,2,BÃ¢ Zana,F,11.77,2019,GL
2019-2020,2,B00076,A4CDB493,MTH1207,2,SangarÃ© Abdou,M,16.44,2019,SRI
2019-2020,2,B00077,A224387D,MTH1207,2,Bamba Cheick,M,10.8,2019,IA
2019-2020,2,B00078,AD807E2D,MTH1207,2,Gakou Rahmatou,F,10.2,2019,GE
2019-2020,2,B00079,AEAC2B94,MTH1207,2,Karim Lamine,M,12.48,2019,GE
2019-2020,2,B00080,A079F848,MTH1207,2,Fatoumata Abdoulaye,M,7.0,2019,GL
2019-2020,2,B00081,A49529B1,MTH1207,2,Oumar Mahamane,M,7.98,2019,GL
2019-2020,2,B00082,A908F510,MTH1207,2,KÃ©ita AÃ¯da,F,15.84,2019,LT
2019-2020,2,B00083,A28AF623,MTH1207,2,Fatoumata Younoussa,M,15.41,2019,GL
2019-2020,2,B00084,A92CF342,MTH1207,2,SangarÃ© Modibo,M,12.3,2019,GE
2019-2020,2,B00085,A90BA7D3,MTH1207,2,Bouna Mahamane,M,11.26,2019,IA
2019-2020,2,B00086,AF81BEF9,MTH1207,2,Abdou Sitan,F,20.0,2019,GC
2019-2020,2,B00087,A5F0BCA8,MTH1207,2,Zoumana Boureima,M,9.2,2019,GE
2019-2020,2,B00088,AD9EB73C,MTH1207,2,MaÃ¯ga Ousmane,M,11.53,2019,IA
2019-2020,2,B00089,A61B7FA2,MTH1207,2,Lassana Halima,F,11.37,2019,GC
2019-2020,2,B00090,A3F2C91C,MTH1207,2,Yacouba Issiaka,M,12.0,2019,GM
2019-2020,2,B00091,A73F1B6C,MTH1207,2,DjitÃ© Cheick,M,7.28,2019,IS
2019-2020,2,B00092,AB07F4AF,MTH1207,2,Bamba FodÃ©,M,15.29,2019,GE
